"input","z","raw_value","median","q05","q95"
"c_t",-1.25,-1.21289884117604,-0.00302679958933381,-0.272087951311622,0.256631324797111
"c_t",-1.125,-1.0955898615875,-0.00469344527363968,-0.258848944225758,0.245557762241636
"c_t",-1,-0.978280881998958,-0.00650147978477972,-0.25249540448762,0.230135453115745
"c_t",-0.875,-0.860971902410417,-0.0117936312953555,-0.239914153504583,0.209670595399989
"c_t",-0.75,-0.743662922821877,-0.0143033802582997,-0.226583984987108,0.194434849454242
"c_t",-0.625,-0.626353943233336,-0.0171577165121395,-0.215623989955691,0.179225258372299
"c_t",-0.5,-0.509044963644795,-0.0215663264469193,-0.209619571996858,0.171297865222045
"c_t",-0.375,-0.391735984056254,-0.023095731464505,-0.205165459962508,0.163991923951069
"c_t",-0.25,-0.274427004467714,-0.0234395062330088,-0.206970237606967,0.154787712186602
"c_t",-0.125,-0.157118024879173,-0.0216598562456742,-0.205109108234686,0.143745968151763
"c_t",0,-0.0398090452906324,-0.0216401905415945,-0.202471278842566,0.13806315675674
"c_t",0.125,0.0774999342979083,-0.0258740174639053,-0.196602140315184,0.136088303527808
"c_t",0.25,0.194808913886449,-0.0241050316097363,-0.196269285152294,0.139495457800852
"c_t",0.375,0.31211789347499,-0.0221285075674748,-0.195313319858234,0.147732447402936
"c_t",0.5,0.42942687306353,-0.0208321350924501,-0.203743120811599,0.162130773148627
"c_t",0.625,0.546735852652071,-0.0198408902358716,-0.214494842272076,0.181888553946984
"c_t",0.75,0.664044832240612,-0.0192793120229624,-0.221111848319514,0.195404422270321
"c_t",0.875,0.781353811829152,-0.0150235912343576,-0.22685714301772,0.221048096212788
"c_t",1,0.898662791417693,-0.0105291265710257,-0.236644295556157,0.239935848791247
"c_t",1.125,1.01597177100623,-0.00422164411502581,-0.248985554934831,0.254218551763676
"c_t",1.25,1.13328075059477,0.00137177845575578,-0.25628627621631,0.274139771236457
"c_t",1.375,1.25058973018332,0.00636606648192177,-0.265470958253294,0.298938785343447
"c_t",1.5,1.36789870977186,0.0121167085921306,-0.273261781459177,0.323134961577405
"c_t",1.625,1.4852076893604,0.014819655482584,-0.283431446831866,0.339024984544403
"c_t",1.75,1.60251666894894,0.0189843518146764,-0.290096910670898,0.358777542850598
"c_t",1.875,1.71982564853748,0.0234741995652701,-0.306491860615311,0.375196522476285
"c_t",2,1.83713462812602,0.0290714866829722,-0.320360822543688,0.390871029985933
"c_t",2.125,1.95444360771456,0.031412146303263,-0.326953726079424,0.405913961659389
